event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
IRQ68382,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,,,0,80,,368,Middle East,Iraq,Al Sulaymaniyah,Dokan,Sourdash,Dokan,35.9098,45.0403,2,Al Jazeera,Regional,"On 6 March 2026, Iranian forces (coded as IRGC by default) conducted a drone strike in the Sourdash area (coded to Sourdash subdistrict center, Dokan) (Al Sulaymaniyah). The IRGC claimed that the strike targeted an unspecified surveillance or signals-intelligence center.",0,US-Iran regional conflict,1772894290,,,,
IRQ68383,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,KDP-I: Kurdistan Democratic Party - Iran,,2,28,,368,Middle East,Iraq,Erbil,Koysinjaq,Markaz Koysinjaq,Azadi Camp,36.0601,44.5863,1,964 Media; Al Jazeera; Liveuamap; ROJ News; Twitter,Local partner-New media,"On 6 March 2026, Iranian forces (coded as IRGC by default) conducted drone and missile strikes targeting KDP-I forces in the Azadi Camp (Koysinjaq, Erbil). The attack involved 4 drones and two missiles, but the camp guards intercepted two drones. One source reported that the attack injured 1 guard. There were no fatalities.",0,US-Iran regional conflict,1772894290,,,,
SYR151529,2026-03-06,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,88,,760,Middle East,Syria,Dara,As Sanamayn,As Sanamayn,Al-Harra,33.0569,36.0068,1,Syria TV; Twitter,New media-National,"Interception: On 6 March 2026, Israeli forces intercepted an Iranian (coded as IRGC by default) drone over Al-Harra town (As Sanamayn, Dara). There were no casualties.",0,US-Iran regional conflict,1772894290,,,,
IRQ68385,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,PAK: Kurdistan Freedom Party,,2,28,,368,Middle East,Iraq,Erbil,Erbil,Markaz Erbil,Erbil,36.1926,44.0106,1,Al Jazeera; Liveuamap; ROJ News; Twitter,Local partner-New media,"On 6 March 2026, Iranian forces (coded as IRGC by default) conducted a drone strike targeting a PAK base in an unspecified location on the borders of Erbil governorate (coded to the governorate capital, Erbil), injuring 4 people. There were no fatalities.",0,US-Iran regional conflict,1772894290,,,,
IRN36323,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Police Forces of Iran (1989-) Ministry of Intelligence,Police Forces of Iran (1989-),1,18,,364,Middle East,Iran,West Azerbaijan,Urumia,Central,Orumiyeh,37.5527,45.0761,1,Vahid Online,New media,"On 6 March 2026, the police and intelligence commands were targeted in Orumiyeh (Urumia, West Azerbaijan), (likely US-Israeli airstrikes) (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN36324,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,Civilians (Iran); Government of Iran (1989-); Military Forces of Iran (1989-) Basij Force,1,18,,364,Middle East,Iran,Ilam,Eyvan,Central,Eyvan,33.8272,46.3097,1,Twitter; Vahid Online,New media,"On 6 March 2026, during the day, Israeli forces carried out a strike on an IRGC base, Governor's office and Basij base in Eyvan (Eyvan, Ilam), (coded as air/drone strikes by default). US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown.",0,US-Iran regional conflict,1773059279,,,,
IRN36329,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),Military Forces of Israel (2022-),8,,,0,80,,364,Middle East,Iran,Khuzestan,Ramhormoz,Central,Ramhormoz,31.2800,49.6035,1,Vahid Online,New media,"On 6 March 2026, afternoon, unspecified targets were hit in Ramhormoz (Ramhormoz, Khuzestan), (likely US-Israeli airstrikes) (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown.",0,US-Iran regional conflict,1773059279,,,,
IRN36331,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Iran),Students (Iran),7,78,Civilian targeting,364,Middle East,Iran,Qazvin,Qazvin,Central,Qazvin,36.2688,50.0041,1,Iranian Student News Agency,National,"On 6 March 2026, Israeli forces hit a boys school in Qazvin (Qazvin, Qazvin), killing one teenager, (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. 1 fatality. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",1,US-Iran regional conflict,1773059279,,,,
IRN36332,2026-03-06,2026,2,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),Military Forces of Israel (2022-),8,Civilians (Iran),,7,78,Civilian targeting,364,Middle East,Iran,Khuzestan,Andimeshk,Central,Andimeshk,32.4615,48.3537,1,Iranian Student News Agency,National,"Around 6 March 2026 (as reported), heavy damage was caused (likely US-Israeli airstrikes) to the Imam Ali Hospital due to a blast wave (coded as air/drone strikes by default) in Andimeshk (Central, Khuzestan). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown.",0,US-Iran regional conflict,1773059279,,,,
IRN36333,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,Civilians (Iran),Aid Workers (Iran),7,78,Civilian targeting,364,Middle East,Iran,Fars,Shiraz,Central,Shiraz,29.6103,52.5311,1,Iranian Student News Agency,National,"On 6 March 2026, Nowruz camp in Shiraz (Shiraz, Fars) was struck, likely by US forces, killing several aid workers (coded as air/drone strikes by default). Israeli forces were excluded as actors in this event because the reported location falls outside the declared Israeli strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Unspecified number of fatalities coded as 3.",3,US-Iran regional conflict,1773059279,,,,
IRN36334,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,18,,364,Middle East,Iran,West Azerbaijan,Takab,Central,Takab,36.4009,47.1133,1,Hengaw,Local partner-Other,"On 6 March 2026, night, U.S. and Israeli air forces hit the IRGC barracks in Takab (Takab, West Azerbaijan). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN36335,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,18,,364,Middle East,Iran,West Azerbaijan,Maku,Central,Maku,39.2951,44.4982,1,Hengaw,Local partner-Other,"On 6 March 2026, night, U.S. and Israeli air forces hit the IRGC barracks in Maku (Maku, West Azerbaijan). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN36336,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Police Forces of Iran (1989-),,1,18,,364,Middle East,Iran,West Azerbaijan,Maku,Bazargan,Bazargan,39.3915,44.3875,1,Hengaw,Local partner-Other,"On 6 March 2026, night, U.S. and Israeli air forces hit the 12nd Police Station in Bazargan (Maku, West Azerbaijan). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN36337,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,Civilians (Iran); Kurdish Ethnic Group (Iran),1,18,,364,Middle East,Iran,West Azerbaijan,Bukan,Central,Bukan,36.5210,46.2089,1,Hengaw,Local partner-Other,"On 6 March 2026, U.S. and Israeli air forces hit the military and security centers of the Iranian forces (coded as IRGC by default) in Bukan (Bukan, West Azerbaijan). Three Kurdish people were killed. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. 3 fatalities. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",3,US-Iran regional conflict,1773059279,,,,
IRN36338,2026-03-06,2026,2,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,18,,364,Middle East,Iran,Isfahan,Shahinshahro Meymeh,Central,Shahin Shahr,32.8579,51.5529,1,Iran International,International,"Around 6 March 2026 (as reported), an attack hit the Simorgh Residential Complex, that is located near the military bases and defense industry facilities of the Iranian forces (coded as IRGC by default), in Shahin Shahr (Shahinshahro Meymeh, Isfahan), (likely US-Israeli airstrikes) (coded as air/drone strikes by default). US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown.",0,US-Iran regional conflict,1773059279,,,,
IRN36339,2026-03-06,2026,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,Military Forces of Israel (2022-),,8,18,,364,Middle East,Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.3190,48.6842,2,FARS News Agency (Iran),National,"Interception: On 6 March 2026, Iranian authorities claimed that IRGC intercepted and shot down an Israeli Hermes 900 reconnaissance drone over Khuzestan province, coded to Ahvaz (Ahvaz, Khuzestan).",0,US-Iran regional conflict,1772893062,,,,
IRN36340,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Fars,Jahrom,Central,Jahrom,28.5119,53.5838,1,FARS News Agency (Iran),National,"On 6 March 2026, local residents staged a rally after Friday prayers in Jahrom (Jahrom, Fars) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36341,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.3156,59.5680,1,FARS News Agency (Iran),National,"On 6 March 2026, local residents staged a rally after Friday prayers in Mashhad (Mashhad, Razavi Khorasan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36342,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Tehran,Malard,Central,Malard,35.6659,50.9767,2,FARS News Agency (Iran),National,"On 6 March 2026, local residents staged a rally after Friday prayers in Malard county, coded to Malard (Malard, Tehran) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36343,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.1865,56.2808,1,FARS News Agency (Iran),National,"On 6 March 2026, local residents staged a rally after Friday prayers in Bandar Abbas (Bandar-Abbas, Hormozgan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36344,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Khuzestan,Mahshahr,Central,Bandar e Mahshahr,30.5566,49.1885,1,FARS News Agency (Iran),National,"On 6 March 2026, local residents staged a rally after Friday prayers in Bandar e Mahshahr (Mahshahr, Khuzestan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36345,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Qom,Qom,Central,Qom,34.6401,50.8764,1,FARS News Agency (Iran),National,"On 6 March 2026, local residents staged a rally after Friday prayers in Qom (Qom, Qom) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36346,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,South Khorasan,Ferdows,Central,Ferdows,34.0185,58.1722,1,FARS News Agency (Iran),National,"On 6 March 2026, local residents staged a rally after Friday prayers in Ferdows (Ferdows, South Khorasan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36347,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Fars,Bavanat,Central,Bavanat,30.4865,53.5925,1,FARS News Agency (Iran),National,"On 6 March 2026, local residents staged a rally after Friday prayers in Bavanat (Ferdows, South Khorasan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36348,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Razavi Khorasan,Dargaz,Central,Dargaz,37.4445,59.1081,2,FARS News Agency (Iran),National,"On 6 March 2026, local residents staged a rally after Friday prayers in Dargaz county, coded to Dargaz (Dargaz, Razavi Khorasan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36349,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Kerman,Zarand,Central,Zarand,30.8127,56.5640,1,FARS News Agency (Iran),National,"On 6 March 2026, local residents staged a rally after Friday prayers in Zarand (Zarand, Kerman) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36350,2026-03-06,2026,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,Military Forces of Israel (2022-),,8,18,,364,Middle East,Iran,Bushehr,Tangestan,Central,Ahram,28.8826,51.2746,2,FARS News Agency (Iran),National,"Interception: On 6 March 2026, Iranian authorities claimed that IRGC intercepted and shot down an Israeli Hermes reconnaissance drone over Tangestan province, coded to Ahram (Tangestan, Bushehr).",0,US-Iran regional conflict,1772893062,,,,
IRN36351,2026-03-06,2026,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,Military Forces of Israel (2022-),,8,18,,364,Middle East,Iran,Khuzestan,Andimeshk,Central,Andimeshk,32.4615,48.3537,2,FARS News Agency (Iran),National,"Interception: On 6 March 2026, Iranian authorities claimed that IRGC intercepted and shot down an Israeli Hermes reconnaissance drone over Andimeshk area, coded to Andimeshk (Andimeshk, Khuzestan).",0,US-Iran regional conflict,1772893062,,,,
IRN36352,2026-03-06,2026,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,Military Forces of Israel (2022-),,8,18,,364,Middle East,Iran,Isfahan,Isfahan,Central,Isfahan,32.6525,51.6746,2,FARS News Agency (Iran),National,"Interception: On 6 March 2026, Iranian authorities claimed that IRGC intercepted and shot down two Israeli Hermes reconnaissance drones over Isfahan area, coded to Isfahan (Isfahan, Isfahan).",0,US-Iran regional conflict,1772893062,,,,
IRN36353,2026-03-06,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,Military Forces of the United States (2025-),,8,18,,364,Middle East,Iran,Fars,Shiraz,Central,Shiraz,29.6103,52.5311,2,FARS News Agency (Iran),National,"Interception: On 6 March 2026, Iranian authorities claimed that IRGC intercepted and shot down an American MQ-9 drone over Shiraz area (Shiraz, Fars).",0,US-Iran regional conflict,1772893062,,,,
IRN36354,2026-03-06,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,Military Forces of the United States (2025-),,8,18,,364,Middle East,Iran,Bushehr,Bushehr,Central,Bandar e Bushehr,28.9684,50.8385,2,FARS News Agency (Iran),National,"Interception: On 6 March 2026, Iranian authorities claimed that IRGC intercepted and shot down an American MQ-9 drone over Bandar e Bushehr area (Bushehr, Bushehr).",0,US-Iran regional conflict,1772893062,,,,
IRN36355,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,West Azerbaijan,Urumia,Central,Orumiyeh,37.5527,45.0761,1,Mehr News Agency,National,"On 6 March 2026, local residents staged a rally after Friday prayers in Orumiyeh (Urumia, West Azerbaijan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36356,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,South Khorasan,Birjand,Central,Birjand,32.8663,59.2211,1,Mehr News Agency,National,"On 6 March 2026, local residents staged a rally after Friday prayers in Birjand (Birjand, South Khorasan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36357,2026-03-06,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,Military Forces of the United States (2025-),Military Forces of Israel (2022-),8,18,,364,Middle East,Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.3156,59.5680,1,Mehr News Agency,National,"Interception: On 6 March 2026, Iranian authorities claimed that IRGC intercepted and shot down an unspecified hostile American or Israeli drone over Mashhad (Mashhad, Razavi Khorasan).",0,US-Iran regional conflict,1772893062,,,,
IRN36358,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Razavi Khorasan,Bardaskan,Central,Bardaskan,35.2622,57.9708,2,Mehr News Agency,National,"On 6 March 2026, local residents staged a rally after Friday prayers in Bardaskan county, coded to Bardaskan (Bardaskan, Razavi Khorasan), following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36359,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,West Azerbaijan,Khoy,Central,Khvoy,38.5503,44.9521,1,Mehr News Agency,National,"On 6 March 2026, local residents staged a rally after Friday prayers in Khvoy (Khoy, West Azerbaijan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36360,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Isfahan,Ardestan,Central,Ardestan,33.3761,52.3694,2,Mehr News Agency,National,"On 6 March 2026, local residents staged a rally after Friday prayers in Ardestan governorate, coded to Ardestan (Ardestan, Isfahan), following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36361,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Kerman,Kerman,Central,Kerman,30.2832,57.0788,1,Mehr News Agency,National,"On 6 March 2026, local residents staged a rally after Friday prayers in Kerman (Kerman, Kerman) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36362,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Golestan,Gorgan,Central,Gorgan,36.8427,54.4439,1,Mehr News Agency,National,"On 6 March 2026, local residents staged a rally after Friday prayers in Gorgan (Gorgan, Golestan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36363,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Razavi Khorasan,Quchan,Central,Quchan,37.1060,58.5096,1,Mehr News Agency,National,"On 6 March 2026, local residents staged a rally after Friday prayers in Quchan (Quchan, Razavi Khorasan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36364,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Fars,Shiraz,Central,Shiraz,29.6103,52.5311,1,Mehr News Agency,National,"On 6 March 2026, local residents staged a rally after Friday prayers in Shiraz (Shiraz, Fars) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36365,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Isfahan,Kashan,Central,Kashan,33.9973,51.4416,1,Mehr News Agency,National,"On 6 March 2026, local residents staged a rally after Friday prayers in Kashan (Kashan, Isfahan) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36366,2026-03-06,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Bushehr,Bushehr,Central,Bandar e Bushehr,28.9684,50.8385,1,Mehr News Agency,National,"On 6 March 2026, local residents staged a rally after Friday prayers in Bandar e Bushehr (Bushehr, Bushehr) following the confirmed death of Iran's Supreme Leader Ali Khamenei, chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1772893062,,,,
IRN36367,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Basij Force,,1,18,,364,Middle East,Iran,Ilam,Abdanan,Central,Abdanan,32.9926,47.4198,1,Twitter; VOA,New media-International,"On 6 March 2026, Israeli forces carried out a series of strikes on Basij Intelligence and Inspection bases as well as their central command centers in the city of Abdanan (Abdanan, IIlam) (coded as air/drone strikes by default). US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown.",0,US-Iran regional conflict,1773059279,,,,
IRN36368,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 21,35.7076,51.2147,1,Iran International,International,"On 6 March 2026, Israeli forces carried out a series of strikes on unspecified targets in Tehran's Tehransar district and Esteghlal Industrial Zone, coded to Tehran - District 21 (Tehran, Terhan) (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773059279,,,,
IRN36370,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,18,,364,Middle East,Iran,Zanjan,Abhar,Central,Abhar,36.1468,49.2180,1,Iran International,International,"On 6 March 2026, Israeli forces carried out a series of strikes on a local headquarters of the IRGC in Abhar (Abhar, Zanjan) (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
IRN36371,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Police Forces of Iran (1989-),,1,18,,364,Middle East,Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.3150,46.9988,2,CTP-ISW,National,"On 6 March 2026, Israeli forces carried out a series of strikes on a reported Iranian police station in the province of Kurdistan, coded to Sanandaj (Sannandaj, Kurdistan) (coded as air/drone strikes by default). US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown.",0,US-Iran regional conflict,1773059279,,,,
IRN36372,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Police Forces of Iran (1989-),,1,18,,364,Middle East,Iran,West Azerbaijan,Urumia,Central,Orumiyeh,37.5527,45.0761,2,CTP-ISW,National,"On 6 March 2026, Israeli forces carried out a series of strikes on a reported Iranian police station in the province of West Azerbaijan, coded to Orumiyeh (Urumia, West Azerbaijan) (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",0,US-Iran regional conflict,1773059279,,,,
