event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
IRN36649,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Kohgiluyeh and Boyer-Ahmad,Kohgeluyeh,Central,Dehdasht,30.7949,50.5646,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Dehdasht (Dehdasht, Kohgiluyeh and Boyer-Ahmad), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36664,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,,,0,80,,364,Middle East,Iran,Fars,Larestan,Central,Lar,27.6661,54.3358,1,Mamlekate,New media,"On 9 March 2026, U.S. forces attacked unspecified targets in Lar (Larestan, Fars), causing a fire (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Israeli forces were excluded as actors in this event because the reported location falls outside the declared Israeli strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36634,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Isfahan,Lenjan,Fulad Shahr,Fulad Shahr,32.4907,51.4212,1,Twitter,New media,"On 9 March 2026, Israeli forces attacked unspecified targets in Fulad Shahr (Lenjan, Isfahan) (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. U.S. forces were excluded as actors in this event because the reported location falls outside the declared U.S. strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36662,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Hamadan,Hamadan,Central,Hamadan,34.7992,48.5146,1,Tasnim News Agency,National,"Around 9 March 2026 (as reported), residents marched in Hamadan (Hamadan, Hamadan), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36661,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,West Azerbaijan,Khoy,Central,Khvoy,38.5503,44.9521,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Khvoy (Khoy, West Azerbaijan), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36665,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.3190,48.6842,1,Mehr News Agency,National,"Around 9 March 2026 (as reported), residents marched in the Golestan area in Ahvaz (Ahvaz, Khuzestan), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36659,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.3156,59.5680,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Mashhad (Mashhad, Razavi Khorasan), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36658,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,South Khorasan,Birjand,Central,Birjand,32.8663,59.2211,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Birjand (Birjand, South Khorasan), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36657,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Ardabil,Ardabil,Central,Ardabil,38.2498,48.2933,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Ardabil (Ardabil, Ardabil), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36656,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Qazvin,Qazvin,Central,Qazvin,36.2688,50.0041,1,FARS News Agency (Iran); Mehr News Agency,National,"Around 9 March 2026 (as reported), residents marched in Qazvin (Qazvin, Qazvin), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36655,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Golestan,Gorgan,Central,Gorgan,36.8427,54.4439,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Gorgan (Gorgan, Golestan), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36654,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Markazi,Arak,Central,Arak,34.0917,49.6892,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Arak (Arak, Markazi), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36653,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 1,35.8070,51.4607,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Tehran - District 1 (Tehran, Tehran), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36652,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Chaharmahal and Bakhtiari,Lordegan,Central,Lordegan,31.5134,50.8267,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Lordegan (Lordegan, Chaharmahal and Bakhtiari), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36651,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Lorestan,Khorramabad,Central,Khorramabad,33.4878,48.3558,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Khorramabad (Khorramabad, Lorestan), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36650,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Yazd,Yazd,Central,Yazd,31.8972,54.3675,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Yazd (Yazd, Yazd), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36648,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,West Azerbaijan,Urumia,Central,Orumiyeh,37.5527,45.0761,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Orumiyeh (Urumia, West Azerbaijan), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36647,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Markazi,Khomein,Central,Khomeyn,33.6423,50.0789,1,Iran International,International,"On 9 March 2026, Israeli forces attacked unspecified targets in Khomeyn (Khomein, Markazi) (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. U.S. forces were excluded as actors in this event because the reported location falls outside the declared U.S. strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36646,2026-03-09,2026,2,Demonstrations,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,,364,Middle East,Iran,Kohgiluyeh and Boyer-Ahmad,Yasooj,Central,Yasuj,30.6682,51.5880,1,FARS News Agency (Iran),National,"Around 9 March 2026 (as reported), residents marched in Yasuj (Yasooj, Kohgiluyeh and Boyer-Ahmad), showing their support for the appointment of Mojtaba Khamenei as Iran New Supreme leader, condemning the confirmed death of Iran's Supreme Leader Ali Khamenei, and chanting slogans and condemning the U.S. and Israeli attacks on Iran.",0,crowd size=no report; US-Iran regional conflict,1773061602,,,,
IRN36645,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,,,0,80,,364,Middle East,Iran,Hormozgan,Jask,Central,Jask,25.6453,57.7755,1,Iran International,International,"On 9 March 2026, U.S. forces attacked the port in Jask (Jask, Hormozgan) (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Israeli forces were excluded as actors in this event because the reported location falls outside the declared Israeli strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36644,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,,,0,80,,364,Middle East,Iran,Hormozgan,Abumusa,Central,Sirri Island,25.9083,54.5316,1,Twitter,New media,"On 9 March 2026, U.S. forces attacked the oil refinery and deposits in Sirri Island (Abumusa, Hormozgan), causing a large fire (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Israeli forces were excluded as actors in this event because the reported location falls outside the declared Israeli strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36643,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,,,0,80,,364,Middle East,Iran,Hormozgan,Qeshm,,Dargahan,26.9577,56.0756,1,Liveuamap,Local partner-New media,"On 9 March 2026, U.S. forces attacked an unspecified Iranian ship in Dargahan (Qeshm, Hormozgan) (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Israeli forces were excluded as actors in this event because the reported location falls outside the declared Israeli strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36642,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,,,0,80,,364,Middle East,Iran,Hormozgan,Bandar-Lengeh,Central,Bandar e Lengeh,26.5579,54.8807,1,Mamlekate,New media,"On 9 March 2026, U.S. forces attacked unspecified targets in Bandar e Lengeh (Bandar-Lengeh, Hormozgan), causing two explosions (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Israeli forces were excluded as actors in this event because the reported location falls outside the declared Israeli strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36641,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),Military Forces of Israel (2022-),8,Military Forces of Iran (1989-),,1,18,,364,Middle East,Iran,Khuzestan,Dezful,Sardasht,Sardasht,32.4987,48.8351,2,Mamlekate,New media,"On 9 March 2026, U.S. and Israeli forces attacked suspected military targets between the villages of Sardasht and Shahyoun (coded to Sardasht, Dezful, Khuzestan), causing several explosions (coded as air/drone strikes by default). Artillery fire was heard, likely indicating the activation of air defenses. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36640,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Tehran,Tehran,Central,Tehran - District 4,35.7529,51.5210,2,Mamlekate,New media,"On 9 March 2026, Israeli jets attacked unspecified targets in the Tehran Pars area, between Tehran - District 4 and 9 (coded to Tehran - District 4, Tehran, Tehran), causing at least 20 explosions (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. U.S. forces were excluded as actors in this event because the reported location falls outside the declared U.S. strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36639,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,East Azerbaijan,Tabriz,Central,Tabriz,38.0800,46.2919,1,Mamlekate,New media,"On 9 March 2026, Israeli forces attacked unspecified targets in a southern area of Tabriz (Tabriz, East Azerbaijan), causing several explosions (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. U.S. forces were excluded as actors in this event because the reported location falls outside the declared U.S. strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36638,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,1,18,,364,Middle East,Iran,Lorestan,Khorramabad,Central,Khorramabad,33.4878,48.3558,1,Mamlekate,New media,"On 9 March 2026, Israeli jets targeted IRGC barracks in Khorramabad (Khorramabad, Lorestan), causing several explosions and power outages (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. U.S. forces were excluded as actors in this event because the reported location falls outside the declared U.S. strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36637,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Tehran,Islamshahr,Eslamshahr,Eslamshahr,35.5522,51.2350,1,Mamlekate,New media,"On 9 March 2026, Israeli forces attacked unspecified targets in Eslamshahr (Islamshahr, Tehran), causing an explosion (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. U.S. forces were excluded as actors in this event because the reported location falls outside the declared U.S. strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36636,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,364,Middle East,Iran,Zanjan,Zanjan,Central,Zanjan,36.6764,48.4963,1,Mamlekate,New media,"On 9 March 2026, Israeli forces attacked unspecified targets in Zanjan (Zanjan, Zanjan) (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. U.S. forces were excluded as actors in this event because the reported location falls outside the declared U.S. strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
IRN36635,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,Military Forces of Iran (1989-) Islamic Republic of Iran Air Force,,1,18,,364,Middle East,Iran,Hormozgan,Bandar-Abbas,Central,Bandar Abbas,27.1865,56.2808,1,Iran International; Mamlekate,New media-International,"On 9 March 2026, U.S. jets targeted an Air Force base near Bandar Abbas International Airport in Bandar Abbas (Bandar-Abbas, Hormozgan), the Misagh navigation and telecommunication company, and areas around Abshurak village, causing several explosions (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. Israeli forces were excluded as actors in this event because the reported location falls outside the declared Israeli strike zones at the time of reporting. Casualties unknown.",0,US-Iran regional conflict,1773061602,,,,
SAU83054,2026-03-09,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),,1,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,18,,682,Middle East,Saudi Arabia,Ar Riyadh,Riyadh,,Riyadh,24.6877,46.7219,3,Saudi Ministry of Defense,National,"Interception: On 9 March 2026, night and morning, Saudi forces intercepted 9 drones (likely armed) fired by Iranian forces (coded as IRGC by default) over Ar Ribh Al Khali region (coded to country capital Riyadh) (Riyadh, Ar Riyadh), as they headed towards the Shaybah oil field.",0,US-Iran regional conflict,1773054406,,,,
SAU83055,2026-03-09,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Saudi Arabia (2015-),,1,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,18,,682,Middle East,Saudi Arabia,Al Jawf,Sakaka,,Sakakah,29.9697,40.2064,3,Saudi Ministry of Defense,National,"Interception: On 9 March 2026, night and morning, Saudi forces intercepted 2 drones (likely armed) fired by Iranian forces (coded as IRGC by default) east of Al Jawf governorate (coded to governorate capital Sakakah) (Sakaka).",0,US-Iran regional conflict,1773054406,,,,
ARE111,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,Military Forces of the United Arab Emirates (2022-),,1,18,,784,Middle East,United Arab Emirates,Abu Dhabi,Abu Dhabi,,Abu Dhabi,24.4667,54.3667,3,Abu Dhabi Media Office; Al Arabiya; Liveuamap; Ministry of Defense (United Arab Emirates),Local partner-New media,"Interception: On 9 March 2026, morning, UAE forces intercepted an unspecified number of drones (likely armed) and missiles fired by Iranian forces (coded as IRGC by default) targeting the UAE, including Abu Dhabi governorate (coded to country and governorate capital Abu Dhabi) (Abu Dhabi). As a result of the interception, shrapnel fell in Abu Dhabi, causing medium injuries to an Egyptian national, and light injuries to a Jordanian national.",0,US-Iran regional conflict,1773054406,,,,
QAT96,2026-03-09,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Qatar (2013-),,1,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,18,,634,Middle East,Qatar,Ad Dawnah,,,Doha,25.2793,51.5225,3,Doha News; Ministry of Defense (Qatar),Other-National,"Interception: On 9 March 2026, night, Qatari forces intercepted an unspecified number of missiles fired by Iranian forces (coded as IRGC by default) targeting Qatar (coded to capital Doha) (Ad Dawnah).",0,US-Iran regional conflict,1773054406,,,,
KWT167,2026-03-09,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Kuwait (2020-),,1,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,18,,414,Middle East,Kuwait,Al Asimah,,,Kuwait City,29.3697,47.9783,3,Kuwaiti Army,National,"Interception: On 9 March 2026, night, Kuwaiti forces intercepted an unspecified number of drones (likely armed) and missiles launched by Iranian forces (coded as IRGC by default) targeting Kuwait (coded to capital Kuwait City) (Al Asimah).",0,US-Iran regional conflict,1773054406,,,,
KWT168,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,,,0,80,,414,Middle East,Kuwait,Al Jahra,,,As Sabiyah,29.5660,48.1672,1,Al Ahdath Al Kuwaitiya; Ministry of Electricity and Water (Kuwait),New media-National,"On 9 March 2026, night, Iranian forces (coded as IRGC by default) launched an unspecified number of projectiles that directly impacted the thermal power plant in As Sabiyah (Al Jahra), causing a limited fire. There were no casualties.",0,US-Iran regional conflict,1773054406,,,,
BHR14316,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,,,0,80,,48,Middle East,Bahrain,Capital,,,Al Maamir,26.1333,50.6086,2,Al Arabiya; Twitter,New media-Regional,"On 9 March 2026, night, Iranian forces (coded as IRGC by default) launched at least 1 Shahed-136 one-way attack drones that directly impacted facilities belonging to the Bahrain Petroleum Company (BAPCO) in Al Maamir area (Capital). The attack resulted in a large fire and material damage. There were no casualties.",0,US-Iran regional conflict,1773054406,,,,
ARE112,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,,,0,80,,784,Middle East,United Arab Emirates,Al Fujayrah,Fujairah,,Fujairah Oil Industry Zone,25.2166,56.3534,1,Twitter,New media,"On 9 March 2026, morning, Iranian forces (coded as IRGC by default) launched an unspecified number of suicide drones that directly impacted the Fujairah Oil Industry Zone (Fujairah, Al Fujayrah). The attack resulted in a large fire and material damage. Casualties unknown.",0,US-Iran regional conflict,1773054406,,,,
BHR14317,2026-03-09,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Bahrain (1999-),,1,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,18,,48,Middle East,Bahrain,Capital,,,Manama,26.2279,50.5857,3,Bahrain Defence Force,National,"Interception: On 9 March 2026, night and morning, Bahraini forces intercepted 7 drones (likely armed) and 7 missiles fired by Iranian forces (coded as IRGC by default) targeting Bahrain (coded to capital Manama) (Capital).",0,US-Iran regional conflict,1773054406,,,,
ARE113,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,,,0,80,,784,Middle East,United Arab Emirates,Abu Dhabi,Abu Dhabi,,Abu Dhabi,24.4667,54.3667,1,AP,International,"On 9 March 2026, afternoon, Iranian forces (coded as IRGC by default) launched 1 missile targeting Abu Dhabi (Abu Dhabi, Abu Dhabi). Casualties unknown.",0,US-Iran regional conflict,1773054406,,,,
BHR14318,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,,,0,80,,48,Middle East,Bahrain,Capital,,,Manama,26.2279,50.5857,3,Twitter,New media,"On 9 March 2026, night, Iranian forces (coded as IRGC by default) launched an unspecified number of one-way drones targeting Bahrain that fell inside Bahraini territories (likely open areas) (coded to capital Manama) (Capital). Casualties unknown.",0,US-Iran regional conflict,1773054406,,,,
ISR48342,2026-03-09,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Israel (2022-),,1,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,18,,376,Middle East,Israel,HaMerkaz,Rehovot,Rishon LeZiyyon,Rishon LeZion,31.9710,34.7894,2,Ma'ariv; Times of Israel; Ynet,National,"Interception: On 9 March 2026, Israeli forces intercepted missiles launched by Iranian forces (coded as IRGC by default) near Rishon LeZion (Rehovot, HaMerkaz), causing fragments to fall in 6 locations in Rishon LeZion.",0,US-Iran regional conflict,1773058167,,,,
PSE94223,2026-03-09,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,88,,275,Middle East,Palestine,West Bank,Ramallah and Al Bireh,,Modiin Ilit,31.9322,35.0442,2,Ma'ariv; Mako; Times of Israel,Regional,"Interception: On 9 March 2026, Israeli forces intercepted missiles launched by Iranian forces (coded as IRGC by default) near Modiin Ilit settlement (Ramallah and Al Bireh, West Bank), causing fragments to fall in Modiin Ilit settlement.",0,US-Iran regional conflict,1773058167,,,,
ISR48343,2026-03-09,2026,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Israel (2022-),,1,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,18,,376,Middle East,Israel,HaMerkaz,Ramla,Ramle,Lod,31.9467,34.8903,2,Ma'ariv; Times of Israel,National,"Interception: On 9 March 2026, Israeli forces intercepted missiles launched by Iranian forces (coded as IRGC by default) near Lod (Ramla, HaMerkaz), causing fragments to fall in Lod.",0,US-Iran regional conflict,1773058167,,,,
ISR48344,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,Civilians (Israel),,7,78,Civilian targeting,376,Middle East,Israel,HaMerkaz,Rehovot,Rishon LeZiyyon,Rishon LeZion,31.9710,34.7894,1,Ma'ariv; Times of Israel; Ynet,National,"On 9 March 2026, Iranian forces (coded as IRGC by default) fired ballistic missiles at Israel, with fragments hitting 6 locations in Rishon LeZion (Rehovot, HaMerkaz), causing damage and moderately injuring 1 civilian from flying rocks.",0,US-Iran regional conflict,1773058167,,,,
ISR48345,2026-03-09,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,,,0,80,,376,Middle East,Israel,Haifa,Hadera,Zikhron Yaakov,Zikhron Yaaqov,32.5665,34.9563,2,Ynet,National,"On 9 March 2026, Iranian forces (coded as IRGC by default) fired ballistic missiles at Israel, some of which hit open areas around Zikhron Yaaqov (Hadera, Haifa), causing no casualties.",0,US-Iran regional conflict,1773058167,,,,
